"Transaction Start Date","Agent","Chat Duration","Teams","Session Name","Chat Closed By","Interactive Chat","Browser","Operating System","Geo","Response Time of Agent","Response time of Visitor","Transaction End Date","Customer Rating","Customer Comment","Transferred Chat","Customer Wait Time","Text"
"6/8/2018 23:32","Alicia","0:34:23","Fixed Technical Team","Session:2057187648:22760","Customer","1","mobile_safari~11","iOS-11.4.1","Australia","0:00:54","0:01:59","7/8/2018 0:09","7","Yes Resolved","1","0:00:02",""
"6/8/2018 23:32","Katty","0:00:10","Fixed Service Team","Session:2057187617:2408","Customer","","Other","11.2.1","null","0:00:00","0:00:00","6/8/2018 23:33"," "," ","","0:00:01",""
"6/8/2018 23:32","Herrick","0:48:41","Mobile Service Team","Session:2057187615:22867","Representative","1","c~67.0.3396.87","Android-8.0","Australia","0:00:40","0:01:17","7/8/2018 0:21","8","Yes Resolved","1","0:00:02",""
"6/8/2018 23:32","Titian","0:03:05","Mobile Technical Team","Session:2057187615:22862","Representative","","c~40.0.2214.109","Android-4.4.2","Australia","0:00:00","0:00:00","6/8/2018 23:35"," "," ","","0:00:01","is there any chance of a BA / VIRGIN sale that would include Sept flights? "
"6/8/2018 23:32","Jay","0:15:07","Mobile Service Team","Session:2057187648:22756","System","1","Other","11.4.1","null","0:00:48","0:00:40","6/8/2018 23:49"," "," ","1","0:00:02","should this much lower price be regarded as reliable?"
"6/8/2018 23:32","Hershey","0:00:01","Mobile Service Team","Session:2057187614:22889","Customer","","Other","Linux","null","0:00:00","0:00:00","6/8/2018 23:32"," "," ","","0:00:01"," is the 2 hour option a bit tight to get through Immigration, customs and pick up bags and re check or should she play safe with a 5 hour layover and relax with a meal/drink??"
"6/8/2018 23:32","Cliff","0:10:25","Sales Team","Session:2057187616:18078","Representative","1","Chrome","Windows","Australia","0:00:23","0:00:28","6/8/2018 23:42"," "," ","","0:00:01","We want to fly business with Emirates. When is the best time to buy flights, do they have sales?"
"6/8/2018 23:32","Genie","0:57:40","Mobile Service Team","Session:2057187618:22799","Customer","1","Other","MacOS","Australia","0:00:45","0:01:02","7/8/2018 0:32"," "," ","1","0:00:01","I am tying to find out how a flight goes in terms of when meals are given out and lights out or any thing else of importance. "
"6/8/2018 23:32","Titian","0:19:41","Mobile Technical Team","Session:2057187648:22747","Representative","1","c~68.0.3440.85","Android-6.0.1","Australia","0:00:36","0:01:47","6/8/2018 23:53"," "," ","","0:00:01","Has anybody any experience with changing the passport number after making a reservation with Air Europa?"
"6/8/2018 23:32","Gerty","0:03:24","Mobile Service Team","Session:2057187648:22743","System","1","Other","11.1","null","0:00:33","0:00:12","6/8/2018 23:40"," "," ","","0:00:01","Was anybody booked on the above flight and can confirm that the chief stewardess stood up at the front of the plane and told everyone that they were in their rights to claim full compensation on the cancelled flight?"
"6/8/2018 23:32","Dino","0:29:01","Mobile Service Team","Session:2057187618:22793","Representative","1","Other","Android 8.0.0","null","0:00:46","0:00:53","7/8/2018 0:01"," "," ","","0:00:01","Has anyone used any of the airport lounges at Gatwick?"
"6/8/2018 23:31","Saphira","0:12:02","Mobile Technical Team","Session:2057187616:18074","Customer","1","Other","11.3.1","null","0:00:28","0:00:42","7/8/2018 0:16","10","Yes Resolved","","0:00:00","Does anyone know if easyjet is withdrawing flights between Stansted and Madeira this winter?"
"6/8/2018 23:31","Caxton","0:07:39","Mobile Technical Team","Session:2057187648:22741","System","1","Other","11.4","null","0:00:39","0:00:59","7/8/2018 0:03"," "," ","","0:00:01",""
"6/8/2018 23:31","Priscilla","0:37:56","Sales Team","Session:2057187616:18071","Representative","1","Other","MacOS","Australia","0:00:27","0:00:36","7/8/2018 0:09"," "," ","","0:00:00","My husband are flying XL Airways France from JFK to Paris"
"6/8/2018 23:31","Parvathala","0:04:31","Sales Team","Session:2057187648:22736","Customer","1","Other","11.4","null","0:00:09","0:01:05","6/8/2018 23:37","3"," ","","0:00:00","I'm travelling with KLM, and although I've filled in my advanced traveller information, they haven't asked for my passport number at all. Is this normal?  I'm taking a connecting flight in Amsterdam, When I disembark from the first flight, I don't have to pass through security? I'm assuming that for flight connections there will be sign posts, and you go to a different part of the airport?  On the way out I will print out my boarding pass, and I'm not taking hold luggage. So, does this mean once I pass through security I can just wait for my flight to board? Or do I have to do something else? on the return leg I think will try the mobile boarding pass. Is this just a case of having it sent to your phone, and then showing them your screen when you board? "
"6/8/2018 23:31","Aaron","0:07:13","Sales Team","Session:2057187615:22843","Customer","1","Other","11.4.1","null","0:00:43","0:00:42","6/8/2018 23:40"," "," ","","0:00:01","Based on airlines you have personally flown, which would be your favourites?"
"6/8/2018 23:31","Myles","0:00:20","Mobile Service Team","Session:2057187614:22864","Customer","","Other","11.4.1","null","0:00:00","0:00:00","6/8/2018 23:31"," "," ","","0:00:01","I have checked in and printed my boarding pass but its only for the outward journey to Malta. Should I have one to come back or is the pass issued at Valletta."
"6/8/2018 23:31","Jaxson","1:06:36","Fixed Technical Team","Session:2057187647:22743","Representative","1","IE","Windows","Australia","0:00:42","0:01:26","7/8/2018 0:38"," "," ","","0:00:00",""
"6/8/2018 23:31","Nicole","0:23:24","Sales Team","Session:2057187647:22725","Customer","1","Other","11.4.1","null","0:00:37","0:00:42","6/8/2018 23:55"," "," ","1","0:01:01","I am trying to book a multi city tkt: DFW > SFO  > DFW The SFO to Seattle Airport part will be a rental car. Does multi city booking allow this?"
"6/8/2018 23:31","Lavinia","0:08:42","Mobile Technical Team","Session:2057187614:22862","Representative","1","Other","Android 6.0.1","null","0:01:06","0:00:10","6/8/2018 23:39"," "," ","","0:00:00",""
"6/8/2018 23:31","Kelby","0:10:33","Mobile Service Team","Session:2057187648:22725","Customer","1","Other","11.4","null","0:00:18","0:01:23","6/8/2018 23:42"," "," ","","0:00:01","They were stuck on the tarmac for about 2 hours before the flight took off. Should she expect any kind of compensation from Jet Blue"
"6/8/2018 23:30","Jade","0:40:05","Mobile Service Team","Session:2057187647:22739","Customer","1","c~68.0.3440.84","Mac OS-10.13","Ireland","0:00:44","0:01:01","7/8/2018 0:32"," "," ","1","0:00:03","Can somebody advise on good seats in economy class. "
"6/8/2018 23:30","Sherlock","0:32:45","Sales Team","Session:2057187648:22723","Representative","1","c~67.0.3396.99","Windows-8","Australia","0:00:36","0:00:48","7/8/2018 0:04","10","No question","","0:00:01","Our flight from san juan lands at JFK and there is 45 mins before our flight to manchester England takes off!! Wil we make it?"
"6/8/2018 23:30","Kohen","0:15:38","Fixed Service Team","Session:2057187648:22722","Customer","1","Other","MacOS","Australia","0:00:37","0:01:21","6/8/2018 23:47"," "," ","","0:00:00","when i select all my flights, underneath them on the purchase page i have a small box which says selected flights are only valid for residents of Peru???"
"6/8/2018 23:30","Gabriele","0:31:25","Mobile Service Team","Session:2057187615:22826","Customer","1","c~67.0.3396.87","Android-8.0","Australia","0:00:52","0:00:43","7/8/2018 0:04"," "," ","1","0:00:02",""
"6/8/2018 23:30","Genie","0:03:05","Mobile Service Team","Session:2057187618:22767","Representative","","Other","MacOS","null","0:00:00","0:00:00","6/8/2018 23:34"," "," ","","0:00:01","Flying to Paphos from Bristol airport. First choice. What should we expect "
"6/8/2018 23:30","Georgia","0:12:58","Mobile Service Team","Session:2057187615:22825","Representative","1","c~67.0.3396.87","Android-8.0","Australia","0:00:16","0:00:46","6/8/2018 23:43"," "," ","","0:00:01","does anyone know of any current parking promo codes at Leeds Bradford airport. "
"6/8/2018 23:30","Megan","0:04:05","Sales Team","Session:2057187614:22854","Representative","","Other","MacOS","Australia","0:00:00","0:00:00","6/8/2018 23:34"," "," ","","0:00:00","Delta's ""Best Fare Guarantee"""
"6/8/2018 23:30","Harti","0:03:22","Mobile Service Team","Session:2057187647:22733","System","1","c~53.0.2785.124","Android-6.0.1","Indonesia","0:00:22","0:00:17","6/8/2018 23:34"," "," ","","0:00:01","Have any Australians used this company and had success?"
"6/8/2018 23:30","Rose","0:00:58","Mobile Service Team","Session:2057187647:22731","System","","Other","Linux","null","0:00:00","0:00:00","6/8/2018 23:31"," "," ","","0:00:01","what is a safe, reliable and reasonably cheap flight option from Buenos Aires to Rio de Janeiro? "
"6/8/2018 23:30","Levina","0:00:11","Mobile Service Team","Session:2057187618:22765","Customer","","Other","MacOS","Australia","0:00:00","0:00:00","6/8/2018 23:34"," "," ","","0:00:01","i need tk fly to england from ireland on my driving licence,"
"6/8/2018 23:30","Priscilla","0:44:37","Sales Team","Session:2057187648:22714","Representative","1","Chrome","MacOS","Australia","0:00:33","0:01:10","7/8/2018 0:14","9","No question","","0:00:00"," I am not experienced in using my Sky Miles account. Can someone clue me in on how to use these miles most effectively? Also, we prefer to fly Air France over Delta for international flights. Can I purchase an upgrade on Air France with Delta FF miles, and if so, how would I do that?"
"6/8/2018 23:30","Norvella","0:35:47","Mobile Service Team","Session:2057187647:22728","Customer","1","Chrome","Windows","Philippines","0:00:54","0:00:36","7/8/2018 0:06"," "," ","1","0:00:02","Travelling to and from gatwick tomorrow from edinburgh - are there still restrictions in place with electrical items having to be fully charged?"
"6/8/2018 23:30","Messi","0:21:17","Fixed Service Team","Session:2057187647:22724","Customer","1","Chrome","Windows","Australia","0:00:45","0:00:48","6/8/2018 23:52"," "," ","","0:00:00","I tried to see the booking in the virgin america website my name was like this: Jonathanal Smithlancer ""My"" name is Jonathan Albert Smith Lancer. Is it gonna be an issue??"
"6/8/2018 23:29","Adalric","0:13:06","Mobile Service Team","Session:2057187616:18054","Representative","1","mobile_safari~11","iOS-11.4","Australia","0:00:21","0:01:24","6/8/2018 23:43"," "," ","","0:00:01","Has anybody used Delta and is it as good as BA? "
"6/8/2018 23:29","Mary","0:01:35","Mobile Service Team","Session:2057187648:22707","System","","Other","11.4.1","null","0:00:00","0:00:00","6/8/2018 23:33"," "," ","","0:00:01",""
"6/8/2018 23:29","Blanche","0:06:37","Mobile Service Team","Session:2057187618:22754","System","1","c~67.0.3396.87","Android-4.4.2","Australia","0:00:08","0:01:09","6/8/2018 23:36"," "," ","","0:00:01","We are a family of 5 adults with a 19 hour layover in AUH. Looking for suggestions on how to spend all that time."
"6/8/2018 23:29","Abidan","0:06:16","Mobile Service Team","Session:2057187614:22838","System","1","Other","Android 8.0.0","null","0:00:53","0:01:10","6/8/2018 23:36"," "," ","","0:00:01","Has anyone booked through Expedia for a long haul flight such as this? "
"6/8/2018 23:29","Steven","0:15:08","Sales Team","Session:2057187615:22810","Customer","1","c~67.0.3396.99","Windows-10","Australia","0:01:04","0:00:41","6/8/2018 23:47"," "," ","","0:00:01","I heard that Air Japan is a charter airline (sub of ANA) that normally sells its seats to tour wholesalers. Is that the reason they will not let you select seats when you book the flight?"
"6/8/2018 23:29","Tristan","0:14:11","Mobile Technical Team","Session:2057187616:18050","Customer","1","Other","Android 8.0.0","null","0:01:26","0:01:36","7/8/2018 0:02","1","Did Not Resolve","","0:00:01","I just recently had a chat with AeroMexico about flights to Paris for 382 from Houston.The link to the chat is below. https:/â€¦ Does this sound realistic?"
"6/8/2018 23:29","Yeus","0:49:39","Mobile Service Team","Session:2057187647:22716","Customer","1","Other","11.4","null","0:00:36","0:01:03","7/8/2018 0:21","9","Yes Resolved","","0:00:00",""
"6/8/2018 23:29","Titian","0:03:07","Mobile Technical Team","Session:2057187618:22747","Representative","","c~40.0.2214.109","Android-4.4.2","Australia","0:00:00","0:00:00","6/8/2018 23:32"," "," ","","0:00:01","Do air fares normally drop in the spring?"
"6/8/2018 23:29","Dip","0:20:55","Mobile Service Team","Session:2057187614:22832","Representative","1","mobile_safari~11","iOS-11.4","United States","0:00:32","0:01:13","6/8/2018 23:50"," "," ","1","0:00:02","Does anyone know if UA have check in kiosks and then bagage drop at Cancun airport. What is the usual length of time needed from arrival at the airport to clearing security on a saturday midday"
"6/8/2018 23:29","Gene","0:40:56","Mobile Service Team","Session:2057187618:22743","Customer","1","Other","Android 8.0.0","null","0:00:55","0:00:42","7/8/2018 0:12"," "," ","","0:00:01","I am wanting to book a flight from the UK to Christchurch NZ but was wondering if anyone had advise on the best airline to fly with for this trip (Economy). Also was wondering if anyone thought paying more for Premium Economy was worth the extra money. I have been looking at the shortest flight time possible "
"6/8/2018 23:29","Sakarias","0:06:44","Mobile Service Team","Session:2057187618:22739","Customer","1","Other","11.4","null","0:01:02","0:00:30","6/8/2018 23:38"," "," ","","0:00:01","We are flying from Toronto to Chicago tomorrow morning and catching a connecting flight to Honolulu...do we have to collect our baggage and recheck it or does it automatically get transferred to our connecting flight? "
"6/8/2018 23:28","Bailey","0:14:04","Mobile Service Team","Session:2057187614:22815","Customer","1","Other","11.4.1","null","0:00:56","0:00:33","6/8/2018 23:42","10","Yes Resolved","","0:00:00","I have used the AVIOS reward flight calculator and WT+ one way ORD to LHR is 26000 and CW is 50000. Does that mean I need 24000 avios points plus fees and taxes to upgrade one of us if a reward upgrade is available?"
"6/8/2018 23:28","Zenah","0:17:55","Mobile Service Team","Session:2057187648:22677","Customer","1","Other","10.1.1","null","0:01:06","0:02:36","6/8/2018 23:48"," "," ","","0:00:01","i will need flights from manchester to either ny or vegas, and internal flight to/from vegas/new york 1- when am i likely to get teh best offers on flights for this time of year? 2- what sort of price s hould i be looking for? 3- when will the internal flights be released and who would you advise would be cheapest,jetblue? 4- would we need an internal return flightor is it possible to fly say to ny and then back from vegas without hiking up the price? "
"6/8/2018 23:28","Dwyane","0:14:17","Mobile Technical Team","Session:2057187647:22690","Customer","1","c~67.0.3396.99","Windows-10","Australia","0:00:53","0:00:34","6/8/2018 23:44"," "," ","","0:00:00"," Has anyone else had any similar experience? Where to from here? "
"6/8/2018 23:27","Casey","0:22:10","Fixed Service Team","Session:2057187647:22684","Customer","1","Chrome","MacOS","Australia","0:00:29","0:00:58","6/8/2018 23:55"," "," ","","0:00:01","traveling from the UK to New York via Schipol with KLM and I wasn't shure if we will have to check in our suitcases at Schipol"
"6/8/2018 23:27","Yandel","0:15:17","Fixed Technical Team","Session:2057187648:22669","Representative","1","samsung_browser~7.2","Android-7","Australia","0:00:21","0:00:54","6/8/2018 23:43"," "," ","","0:00:01","Why can't swiss and Lufthansa use the same booking engine?"
"6/8/2018 23:27","Patt","0:10:54","Mobile Service Team","Session:2057187617:2372","System","1","samsung_browser~7.2","Android-8.0","Australia","0:00:15","0:00:21","6/8/2018 23:42"," "," ","","0:00:01",""
"6/8/2018 23:27","Gabrie","0:28:25","Mobile Technical Team","Session:2057187648:22666","System","1","Other","MacOS","Australia","0:00:44","0:01:27","6/8/2018 23:56"," "," ","","0:00:01","Is anybody experiencing problems getting compensation for the 9+ hours delayed "
"6/8/2018 23:27","Maryann","0:01:55","Sales Team","Session:2057187647:22681","Customer","1","c~67.0.3396.99","Mac OS-10.12.6","Australia","0:00:43","0:00:34","6/8/2018 23:35"," "," ","","0:00:02","Is the continental from EWR direct into HNL the best first class option, or should I fly to ATL and take Delta's direct to HNL? Stop in Phoenix? SFO?"
"6/8/2018 23:27","Owen","0:05:30","Sales Team","Session:2057187615:22773","System","1","Chrome","Windows","null","0:01:36","0:01:09","6/8/2018 23:34"," "," ","","0:00:00","Will I be able to use their (CP) lounge"
"6/8/2018 23:27","Caxton","0:28:36","Mobile Technical Team","Session:2057187616:18031","Customer","1","Chrome","Windows","Australia","0:01:10","0:00:56","7/8/2018 0:13","0","Did Not Resolve","1","0:00:34","Who can give me information about How and where I can buy a 144 hours Shanghai & 72 hours Hong Kong Visa for a KLM employee with a standby ticket?"
"6/8/2018 23:27","Joshua","0:07:17","Mobile Technical Team","Session:2057187615:22765","Customer","1","c~67.0.3396.99","Windows-7","Australia","0:00:27","0:00:25","6/8/2018 23:34"," "," ","","0:00:00","ust saw flights from SFO-JFK with Delta for $168 USD no luggage for 22 July. Main Cabin. Is this a good price? "
"6/8/2018 23:27","Chris","0:17:16","Mobile Service Team","Session:2057187618:22706","Customer","1","Other","11.4.1","null","0:00:32","0:00:35","6/8/2018 23:44"," "," ","1","0:00:03","Currently we have extended our annual travel cover to cover RTW trip. Our insurer does not provide cover for the rest of our flights. Does anyone know if this cover is available "
"6/8/2018 23:27","Megan","0:19:18","Sales Team","Session:2057187618:22704","Customer","1","Other","Linux","Australia","0:00:19","0:00:44","6/8/2018 23:46","3","No question","","0:00:01","Is the transfer process an easy one at Frankfurt? "
"6/8/2018 23:27","Jayanth","0:21:15","Sales Team","Session:2057187614:22790","Customer","1","s~11.1.2","Mac OS-10.13.6","Australia","0:00:44","0:00:37","6/8/2018 23:50"," "," ","","0:00:01"," Do I still really need to go through customs, collect a bag if I check it, and then go back through security?"
"6/8/2018 23:27","Daniel","1:14:30","Mobile Technical Team","Session:2057187616:18025","Representative","1","Other","11.4.1","null","0:01:21","0:01:01","7/8/2018 0:44"," "," ","1","0:00:01",""
"6/8/2018 23:27","Zahav","0:00:06","Mobile Service Team","Session:2057187647:22671","Customer","","Other","MacOS","null","0:00:00","0:00:00","6/8/2018 23:27"," "," ","","0:00:00",""
"6/8/2018 23:26","Jason","0:53:15","Sales Team","Session:2057187616:18024","Customer","1","c~67.0.3396.99","Mac OS-10.11.6","Australia","0:00:36","0:00:49","7/8/2018 0:20","10","No question","1","0:00:04","Please can anyone tell me which plane is used on this flight (Tom 044) "
"6/8/2018 23:26","Lillian","0:25:07","Mobile Service Team","Session:2057187614:22789","System","1","c~63.0.3239.111","Android-7","Spain","0:01:24","0:02:06","6/8/2018 23:52"," "," ","","0:00:01","Qantas have given me 2hrs 5minutes in Sydney to go from Domestic to International. My bag will be checked through to LAX at CBR, I'll be landing in SYD at 0925 and taking off again at 1130, is this going to be enough time? my first Delta flight (LAX -> SLC -> COS) is at 1030. I would declare it in any case, but will a tube of Vegemite get through customs? Or would it get confiscated? I'll also have Australian chocolates/biscuits etc for American friends. These are okay, right? USFS website assure me skates can go in carry-on for US domestic, Should I expect delays at security with my skates in my carry-on? -  will I be okay arriving at COS airport at 0530 for a 0630 flight?  how long should I allow for outbound security, immigration etc at LAX? My flight is not until 2215, I plan on arriving at the airport at 1800-ish, do you think that will be sufficient time or should I try for earlier? If you have any other tips for me, I'd love to hear them "
"6/8/2018 23:26","Ernesha","0:03:05","Mobile Service Team","Session:2057187618:22701","Representative","","Chrome 67.0.3396.99","Mac OS-10.11.6","Australia","0:00:00","0:00:00","6/8/2018 23:30"," "," ","","0:00:01","Travelocity has Fairbanks>Seattle 1:30am>5:54am Seattle > Honolulu 8:50am > 11:45am Then only one hour connection time until Honolulu > Sydney 12:45pm>7:20pm arrive on saturday Is this connection time possible? Wouldn't I have to go through customs or as I have arrived from a US port is that not necessary? Would I have to get this as a single ticket through travelocity to ensure I would be connected through and luggage as well or should I book through the airlines? Is there a better way?"
"6/8/2018 23:26","Benjie","0:13:54","Fixed Service Team","Session:2057187614:22786","Customer","1","Other","MacOS","Australia","0:01:01","0:01:12","6/8/2018 23:40","9","Yes Resolved","","0:00:01","If you've flown with Aeroflot recently, I'd love to hear your story"
"6/8/2018 23:26","Elwood","0:17:24","Fixed Service Team","Session:2057187648:22649","System","1","Other","MacOS","Australia","0:00:34","0:00:26","6/8/2018 23:49"," "," ","1","0:00:02","Anyone know why the shorter trip is more expensive?"
"6/8/2018 23:26","Lavinia","0:13:01","Mobile Technical Team","Session:2057187618:22699","Representative","1","mobile_safari~11","iOS-11.4.1","Australia","0:00:26","0:01:18","6/8/2018 23:39"," "," ","","0:00:00","United flight from Maui to Toronto, connecting in SanFrancisco. The flight leaves Maui at 2pm but there is only 1 hr and 10 minutes in San Francsisco to catch the partner Air Canada flight to Toronto. Looking for people who have done this flight to advise whether this is enough time. Also fare is $450 one way, is that reasonable?"
"6/8/2018 23:26","Kim","0:19:10","Mobile Service Team","Session:2057187614:22783","Customer","1","Other","11.3","null","0:00:48","0:01:05","7/8/2018 0:01"," "," ","","0:00:01",""
"6/8/2018 23:26","Legalos","0:09:07","Mobile Service Team","Session:2057187614:22782","Customer","1","Other","11.4.1","null","0:00:43","0:00:42","6/8/2018 23:37"," "," ","","0:00:01"," is 7 hours enough time to go to Seoul and then go back to the airport? "
"6/8/2018 23:26","Zaron","0:34:29","Mobile Service Team","Session:2057187615:22745","Representative","1","s~11.1.2","Mac OS-10.13.6","Australia","0:00:38","0:00:51","7/8/2018 0:06"," "," ","1","0:00:26"," What do Lufthansa class as a small handbag - "
"6/8/2018 23:26","Jocasta","0:01:44","Mobile Service Team","Session:2057187618:22694","System","","Other","11.4","null","0:00:00","0:00:00","6/8/2018 23:28"," "," ","","0:00:01","I have two complimentary passes I want to use them in the Qantas lounge in Sydney. I tried to use them in the lounge in LAX and was turned away as it was a OneWorld lounge. Does anyone know whether these passes will work OK in the Sydney lounge? Also, does the flight to Christchurch, New Zealand from Sydney, Australia leave from the terminal where the lounge is? "
"6/8/2018 23:26","Titian","0:03:05","Mobile Technical Team","Session:2057187640:2353","Representative","","c~40.0.2214.109","Android-4.4.2","Australia","0:00:00","0:00:00","6/8/2018 23:29"," "," ","","0:00:01","My passport was issued in August 2006. Does this mean i don't need to get any other documents before i fly?"
"6/8/2018 23:26","Zelman","0:32:55","Mobile Service Team","Session:2057187614:22775","System","1","Other","Android 6.0.1","null","0:00:41","0:01:53","6/8/2018 23:59"," "," ","","0:00:01","What would happen if I missed my flight & just bought a one way ticket out of Mexico the next day?"
"6/8/2018 23:25","Zion","0:00:01","Mobile Service Team","Session:2057187614:22773","Customer","","Other","Linux","Australia","0:00:00","0:00:00","6/8/2018 23:26"," "," ","","0:00:01",""
"6/8/2018 23:25","Lisa","0:25:03","Sales Team","Session:2057187618:22687","System","1","f~61","Windows-10","Australia","0:00:38","0:02:05","6/8/2018 23:52"," "," ","","0:00:01","I eat a Paleo diet, with no sugar, grains, legumes, eggs or dairy. Any idea which of the special meals that United offers would give me the fewest of these things?"
"6/8/2018 23:25","Gypsy","0:41:12","Mobile Service Team","Session:2057187648:22637","System","1","Other","MacOS","Australia","0:01:02","0:03:28","7/8/2018 0:07"," "," ","1","0:00:03","for flights from YYC-CDG I can't find anything on the web for this agency and no one else seems to have the same priceWondering if anyone has any experience with them?"
"6/8/2018 23:25","Anchor","0:04:34","Fixed Technical Team","Session:2057187648:22567","System","1","Other","Android 7.0","null","0:01:18","0:01:29","6/8/2018 23:33"," "," ","","0:04:08","I reserved 4 seats on Southwest Airline , travelng out of Islip NY to Orlando.  2 adults two minors . 1) Do I need to have Identification for my children? If so what constitutes proper ID were as a minor is concerned? 2) My children have a different last name then my husband and myself,  that should be of no concern correct?  Where is a link to the site on RX drugs? . Would like a link to the info if posible. 3) Retun flights:  I have to get online and print actual electronic passes 24 hrs prior to that flight correct? What happens if I CANT print them  I cant get on my flight? "
"6/8/2018 23:25","Vinson","0:13:00","Sales Team","Session:2057187618:22685","Customer","1","c~68.0.3440.84","Windows-10","Australia","0:01:20","0:00:40","6/8/2018 23:57","0","No question","","0:00:01","May that end up with AA leaving One World alliance and ending up with Star Alliance? "
"6/8/2018 23:25","Jiselle","0:15:38","Mobile Service Team","Session:2057187617:2358","Customer","1","Other","Android 8.0.0","null","0:00:52","0:01:07","6/8/2018 23:41"," "," ","","0:00:01","wondering which travel insurance you guys use that really work?"
"6/8/2018 23:25","Ziad","0:00:03","Mobile Service Team","Session:2057187614:22765","Customer","","Other","MacOS","null","0:00:00","0:00:00","6/8/2018 23:25"," "," ","","0:00:01","Heard recently that non-stop flights from Edinburgh to Chicago will be available next year. How can I find out more details?"
"6/8/2018 23:25","Dwyane","0:59:03","Mobile Technical Team","Session:2057187614:22682","Representative","1","c~65.0.3325.109","Android-8.0","Australia","0:00:48","0:00:52","7/8/2018 0:24","2","Did Not Resolve","1","0:04:48"," I wish to take a small amount of my Fathers ashes with meand was wondering if there are any restrictions, or specific protocol regarding this?"
"6/8/2018 23:25","Rey","0:22:20","Mobile Service Team","Session:2057187614:22761","Customer","1","Chrome","MacOS","Australia","0:00:42","0:01:17","6/8/2018 23:49","10","Yes Resolved","","0:00:00","What's the difference between baording passes and etickets? What information is on both?"
"6/8/2018 23:25","Gabriele","0:20:25","Mobile Service Team","Session:2057187640:2346","Representative","1","mobile_safari~9","iOS-9.3.5","Australia","0:00:37","0:01:13","6/8/2018 23:50"," "," ","","0:00:01","My question is, will she still be allowed to fly"
"6/8/2018 23:25","Orsola","1:19:01","Mobile Technical Team","Session:2057187648:22624","System","1","c~60.0.3112.113","Windows-7","Australia","0:00:59","0:00:53","7/8/2018 0:44"," "," ","1","0:00:02",""
"6/8/2018 23:25","Franc","0:01:55","Business Team","Session:2057187617:2353","Customer","1","c~68.0.3440.84","Windows-10","United States","0:00:06","0:01:11","6/8/2018 23:27"," "," ","","0:00:01","I've submitted a claim to Thomas cook for a delayed compensation claim through claims4flights. They said I was successful but now want my bank details and passport copy does anyone know if this is safe and if the company is legitimate."
"6/8/2018 23:25","Tristan","0:29:03","Mobile Technical Team","Session:2057187648:22623","Representative","1","Other","Android 8.0.0","null","0:00:31","0:01:34","7/8/2018 0:00"," "," ","","0:00:01","We are flying Business class with Emirates to Sydney  Any advice, suggestions, comments welcome. "
"6/8/2018 23:24","Delmira","0:03:06","Mobile Service Team","Session:2057187648:22621","Representative","","Other","Linux","Morocco","0:00:00","0:00:00","6/8/2018 23:32"," "," ","","0:00:01","Can we both use boarding passes from my phone?"
"6/8/2018 23:24","Merrill","0:14:44","Mobile Service Team","Session:2057187640:2345","Customer","1","Other","11.4","null","0:00:28","0:00:38","6/8/2018 23:39"," "," ","","0:00:01","I was wondering if anyone could offer any advice about which one to take."
"6/8/2018 23:24","Ken","0:35:37","Mobile Service Team","Session:2057187615:22725","System","1","Other","Android 8.0.0","null","0:00:24","0:01:42","7/8/2018 0:00"," "," ","1","0:00:01","  Any insights from you expert travelers who always use OLCI? "
"6/8/2018 23:24","John","0:54:50","Mobile Technical Team","Session:2057187615:22723","System","1","mobile_safari~11","iOS-11.4.1","Australia","0:00:36","0:01:21","7/8/2018 0:19"," "," ","","0:00:00","I am flying PHL-CUN next month in first class with US Airways, what type of seats does this have? "
"6/8/2018 23:24","Plato","0:18:15","Mobile Service Team","Session:2057187618:22666","System","1","Other","11.4.1","null","0:00:32","0:01:11","6/8/2018 23:42"," "," ","","0:00:01"," I have 3hrs and 10 mins between flights to pick up my luggage, make it from gatwick to Heathrow and re check in. Is this do-able??"
"6/8/2018 23:24","Saphira","0:06:28","Mobile Technical Team","Session:2057187647:22630","Representative","1","Other","Android 6.0.1","null","0:01:14","0:00:08","6/8/2018 23:30"," "," ","","0:00:00","British Airways lost my baggage beginning of September  how long did it take BA to settle your lost baggage claim? If BA has ever lost your baggage, what did you do? What were your first steps? Is the Claims Department so busy that they can't even send a confirmation email that they got my Baggage Compensation form? What have been your experiences while waiting for your baggage compensation? Did I do anything wrong? "
"6/8/2018 23:24","Dwyane","0:24:25","Mobile Technical Team","Session:2057187648:22607","Customer","1","Safari","MacOS","Australia","0:00:33","0:00:41","7/8/2018 0:07"," "," ","","0:00:01","Has anyone else experienced the same difficulty, whether on China Southern or another airline, when their original flight was cancelled?"
"6/8/2018 23:24","Gabe","0:03:05","Mobile Service Team","Session:2057187647:22622","Representative","","Other","Android 6.0","null","0:00:00","0:00:00","6/8/2018 23:28"," "," ","","0:00:01","I was wondering if there is ever any valid last minute deals during this period at all?"
"6/8/2018 23:24","Karren","0:59:27","Mobile Service Team","Session:2057187615:22713","Customer","1","Other","Linux","Australia","0:00:35","0:01:17","7/8/2018 0:25","10","Multiple Contacts to Resolve","1","0:00:02","do I have to do any sort of checking in at Dubai or what? "
"6/8/2018 23:24","Nicole","0:05:17","Sales Team","Session:2057187618:22655","System","1","Other","MacOS","Australia","0:01:03","0:00:44","6/8/2018 23:29"," "," ","","0:00:00"," Air Europa  Has anyone had the chance to fly them in B-class? "
